,drum pressure,excess oxygen,water level,steam flow
47,306.54685,-0.009214462,-1.9082087,19.686409
48,305.02674,0.30257878,-1.7083822,19.420519
49,303.78855,0.74996984,-1.6005819,19.458585
50,301.31822,-0.031101411,-2.3770463,19.388755
51,298.35223,-0.045692008,-2.6748461,19.331936
52,299.21313,0.0016525178,-2.7144923,19.706821
53,299.45292,-0.0078110909,-2.8879185,19.818001
54,298.82657,0.25720411,-2.4947331000000004,19.503039
55,295.28399,1.9240392,-2.2350921,18.989663
56,293.36593,1.8230813,-2.6084242000000004,18.621073000000006
57,291.0786700000001,1.7116271,-2.9625302,18.534034
58,290.20311,0.80207484,-2.9993996,18.593332
59,290.71683,0.0071790636,-3.1745492000000004,18.664088
60,290.92521,0.092603255,-3.00136,18.542793
61,292.00806,0.57510215,-2.4576002,18.38165
62,291.69909,0.014718397,-2.4576155,18.366319
63,290.8119200000001,-0.028644111,-2.5922137000000003,18.358475
64,291.57036,0.0034508098,-2.7109466,18.310149
65,292.8791700000001,0.029561148,-2.2844854,18.671321
66,292.49989,-0.015590074,-2.5448451000000003,19.095534
67,293.48795,0.0010837111,-2.3321914,19.519949
68,292.47833,0.16735956,-2.0673712,19.652749
69,294.34889,0.0060749499,-1.7614487,19.952451
70,294.44002,-0.0095494949,-1.569203,20.146499
71,293.16482,-0.030702452,-1.4593074,19.887907
72,295.00019,0.0071415365,-1.403392,19.82438
73,295.94227,0.038087968,-1.4125021999999998,19.962698
74,295.74803,0.013384211000000002,-1.2336112,20.110549
75,295.23026,-0.0012473232,-1.4491489,20.095481
76,297.89566,0.06040543,-0.96422764,20.207923
77,294.13353,-0.006299575799999999,-1.1638245,20.001645
78,295.00146,0.026057948,-1.0314954,20.070029
79,295.29246,0.020873181,-1.4455502,19.7414
80,295.82348,0.021479082000000004,-1.1051591,19.751994
81,293.5096,0.77386623,-1.2813497,18.594969
82,289.07093,4.0920989,-1.6415713,17.311783
83,286.24412,8.034528,-2.3613153,16.332960999999994
84,282.74292,10.933451,-3.2812094,15.4192
85,277.71601,13.286831,-4.3887268,14.261018
86,276.61192,15.263014000000002,-4.8089731,13.209498000000002
87,271.92226,17.46051,-5.552338099999999,11.8162
88,266.7705,19.382827,-6.220429599999999,10.980078
89,264.3122,17.503999,-7.2557135,10.749499
90,260.94709,17.088476999999994,-7.9422964999999985,9.9982549
91,258.43873,17.621536,-7.8364549,9.6638379
92,256.96155,16.178119,-8.291926799999999,9.4965577
93,254.37387,15.791961,-8.3362356,9.0402067
94,250.65673,17.248345,-8.197620200000001,8.5266183
95,248.8966,17.020976,-8.0712053,8.3983481
96,245.73056,17.451366,-8.1017894,8.1623421
97,246.64596,16.357067,-7.445250099999999,8.0779615
98,244.67523,14.828,-7.5196681,7.7178011
99,243.43069,15.76954,-6.7369725,7.4826527999999985
100,242.79583,16.948489000000002,-6.3173585,7.5328940000000015
101,241.90571,14.879657,-6.3820472000000015,8.060889999999999
102,243.46299,12.813776,-5.971001,8.4702969
103,243.45849,11.949212,-5.2261522000000005,8.667495800000001
104,244.31888,10.767226,-4.8589669,8.9093198
105,243.4887,10.980101,-4.4378913,8.629093699999999
106,243.19198,13.60222,-3.8866866,8.3153343
107,242.08412,14.554741,-3.7014833,8.2873217
108,242.08675,14.316977,-4.0283373,8.2055658
109,241.77133,14.546328,-3.6687342,8.17199
110,240.12653,15.661307999999998,-3.6851,7.9754132
111,239.45192000000003,15.207641,-3.7140963,8.1979399
112,240.49132000000003,14.229241,-3.7168007,8.264900599999999
113,239.75969,15.132295,-3.1303242,8.061673599999999
114,240.99312,14.282728,-2.6562912,8.3068911
115,239.90261,13.528669,-3.0221762,8.0023839
116,236.45801,14.836538,-2.8075991,7.6194484
117,239.17785,15.063474,-2.6188697,7.8957019
118,238.96821,13.791212,-2.8501803,7.9744489
119,240.12642,13.290479,-2.4097612,7.6832694
120,240.15726,13.296321,-2.2728504000000003,7.7551534
121,239.43075,13.347023000000002,-2.2811646,7.982882400000001
122,239.37853,13.089542,-2.4356616,8.2535149
123,242.31588,11.927874,-2.1885041000000003,8.651366000000001
124,240.65885,12.470547,-2.0373633,8.5602398
125,239.91086,13.880636,-1.7933207999999998,8.5812445
126,239.62785,15.464447,-1.9345663,8.3985336
127,238.69372,15.816637,-1.8376505,8.185449400000001
128,237.72705,15.1815,-2.1257867000000004,8.049416800000001
129,237.01415,16.004053,-2.2240261,7.5824924
130,234.85806,17.778217,-2.2410866,7.311678999999999
131,233.30873,18.597138,-2.7412481,7.3944276
132,234.5671,16.589588,-2.9867911,7.8397336
133,234.9263,14.134044,-3.0916827,8.1137099
134,236.63882,13.004335,-2.7814996,8.1532118
135,236.39751,12.846327,-2.7025857,8.184294099999999
136,237.66945,12.936987,-2.542230200000001,8.0067503
137,237.09983,14.018659,-2.4222776,7.7770234
138,236.34185,14.711944,-2.3906468,7.8036921
139,235.57409,15.500203,-2.5198566,7.4745189
140,235.57412,15.806884,-2.1935506,7.417513099999999
141,236.72897000000003,14.710726,-2.356542,7.734012299999999
142,236.84251,14.40943,-2.154214,7.7726269
143,236.3259,14.151226,-1.9595237,7.5770538
144,235.68172,14.861134,-1.9713979,7.4195837
145,234.12346,15.641518,-2.0337061000000003,7.4223303
146,233.60184,17.012424,-2.1787067,6.978644999999998
147,234.12972,17.198554,-1.9628137,6.9514495
148,234.05909,15.854747,-2.2963565,7.0938838
149,234.75349,15.092092,-2.2481216,7.3245842
150,235.09937,16.090398,-2.0057183000000003,7.0847399000000015
151,234.83383,15.38202,-1.9402155,7.188527799999999
152,235.85138,14.600001,-2.2707213,7.388863900000001
153,235.8047,15.174803,-1.9651057,7.393700599999999
154,232.97896,16.815787,-2.1324744,7.092421400000001
155,232.39054,17.724759,-2.1980686,6.773357000000002
156,232.08369,17.983417000000006,-2.3678128,6.5899557
157,232.34536,17.171851,-2.3790599,6.8643963
158,233.00569,16.101167,-2.5744892000000004,7.0680771999999985
159,230.01008,17.170888,-2.5425738,6.7865658
160,228.01873,18.819399,-2.6903461,6.5969304000000015
161,226.96087000000003,18.550708,-3.3052330000000003,7.273169800000002
162,234.00084,9.0221334,-3.5628636,8.9727711
163,242.0412,0.0023024965,-3.2974329,10.57962
164,249.7904,-0.0043635672,-1.7207168999999998,12.039763
165,256.50169,-0.021434859,-0.90910496,13.407526
166,265.60347,0.041633574,0.47910949,14.76418
167,270.17236,-0.011396011,1.2936097,15.822078
168,275.97328,0.00022230641,2.20221,16.760854000000002
169,280.55219,-0.00086758671,2.8749401000000003,17.471396
170,283.12305,0.0024953373,3.5144392,17.764725
171,289.00703,0.016046377,3.8624961,18.70992
172,290.05161,-0.042270115,3.4135149,18.882233
173,293.2374200000001,-0.031984983,3.7871698,19.329819
174,298.23386,-0.037129845,3.1445631,20.57928
175,304.98217,5.2508027e-05,3.2219406000000004,21.745393
176,307.03076,-0.006458703499999999,3.5187709000000003,21.666595
177,308.87932,-0.0061269676,3.6490675,21.785337
178,312.90834,-0.004193291500000001,3.0458073,22.520613
179,317.90914,0.016424887,2.9386064,23.472007
180,318.2865,-0.0099800535,2.9425981,23.406741
181,318.71958,-0.034294483,2.8192127,23.759423
182,321.01335,-0.025614899,2.1142398,24.355855
183,324.09198,-0.028686895,1.7953838,24.915056
184,325.27012,-0.033734531,1.6408900000000002,25.077044
185,326.79099,-0.0083024949,1.6829883999999995,25.159431
186,327.1306,-0.038722459,0.99109559,25.50286
187,327.91217,-0.016012818999999998,0.66199358,25.617137
188,329.95531,0.01526545,0.64861099,25.638815
189,330.13261,-0.031400017,0.16541294,25.896431
190,330.55166,-0.016385896,-0.030337241,26.087262
191,329.13716,-0.028017306,-0.33515608,26.001423000000006
192,330.86459,-0.031787396,-0.86089444,26.656956
193,333.37895,0.015815827,-1.0433424999999998,26.544456
194,334.12869,-0.020875557,-0.68455474,26.864429
195,332.66801,-0.032119203,-1.1406435,26.311024
196,332.53484,-0.032141498,-1.0835133999999995,26.086664000000006
197,332.91352,-0.025830136,-1.8404737,25.872294
198,335.4658,-0.0080676246,-1.8763409,26.392845
199,334.37929,-0.027101082,-2.2829593,26.103978
200,334.3427,0.009931888,-1.9561574,25.940902
201,333.30536,-0.013714197,-2.4957293,25.880572
202,334.71681,-0.002944883,-2.6933366000000003,25.815258
203,334.40945,-0.030990547,-2.7737163,25.908384
204,333.25193,-0.018813937,-2.6283368,25.301742
205,334.47403,-0.0032010172,-2.5770371,25.532698
206,333.14323,-0.024094962,-2.9988187,25.568864
207,333.48233,-0.024010125,-2.7917505,26.010222
208,334.59629,-0.011640568,-3.0383556,26.572595
209,335.79675,-0.010151155,-2.5535711,27.227157
210,333.92996,-0.033549875,-2.4475722,26.93776
211,335.7591700000001,-0.0064565221,-1.9121954,27.594801
212,336.6344,0.01560284,-1.9040438,27.880454
213,337.39864,0.025624242,-1.0704441999999998,27.741185
214,334.57294,-0.034868932000000005,-1.1630922,27.138072
215,335.38133,0.023907255,-0.81492213,26.701126
216,334.66009,0.028303341,-0.90582423,26.038354
217,334.02577,0.0076716875,-1.0881556,25.839297
218,331.79271,-0.0156363,-1.5485773,25.264294
219,331.79603,0.011358745,-1.6973696,25.024545
220,332.51717,0.0031547039000000003,-2.2146172,25.304826
221,333.99258,-0.022327743,-2.5894457,26.140814
222,333.84211,-0.008877253199999999,-2.4953399,25.864698
223,335.1567,-0.0097607854,-1.9664888,26.328469
224,336.08014,0.01094789,-2.248025,26.407209
225,336.69799,0.00093185468,-1.7454252,26.449421
226,334.66059,-0.01852273,-2.0267672,26.041593
227,334.3865,0.019669658,-1.7253078999999998,25.595812
228,334.95352,0.022107072,-2.0526175,25.415721
229,335.33556,0.0033349976,-2.2345569,25.573432
230,334.71212,0.012455471,-2.2613343999999995,25.609249
231,334.38067,0.008930536,-2.2708426,25.633323
232,333.28731,0.00460383,-2.4885056,25.580944
233,331.94562,-0.030253423,-2.4977409,25.934234
234,333.11489,0.022005332,-2.6375301,25.584596
235,331.00789,-0.017797561,-2.5353534,25.089247
236,331.41538,-0.005459828199999999,-2.7640209,25.249404
237,333.52296,0.012787999,-2.8899371,26.182909
238,333.44617,0.023898266,-2.6792916,25.79363
239,331.17367,-0.025134911,-2.3060586,25.645833
240,330.22259,-0.0077579593000000014,-2.4684797,25.194109
241,328.99429,-0.028050058,-2.5036266,24.612716
242,332.35005,0.020960333,-2.5754051,24.670996
243,330.8917600000001,-0.0049317643,-2.7591822999999995,23.990327
244,331.91225,-0.013672825,-2.7491598,23.635264000000006
245,331.40494,-0.043185084000000006,-3.2909518,23.459279
246,331.89742,-0.030221273,-3.0177926,23.672108
247,331.68998,-0.017523398,-2.9550546000000004,23.290156
248,333.62843,0.022070798,-2.2614876,23.250657
249,333.50936,-0.0069078408,-1.9653786,23.012159
250,333.37735,-0.010647287,-1.5178895,22.358534
251,333.05463,-0.00054344592,-1.1034588,21.72484
252,332.24178,-0.0068726285,-0.95691914,21.301889000000006
253,331.98899,-0.0013644454,-0.84932289,21.021438
254,335.12463,0.0092119515,-0.67417616,21.628288
255,335.42536,-0.00098216194,-0.54268403,21.007329
256,335.34692,0.01057166,0.41684522,20.768924
257,335.74385,-0.0035404681,0.33610084,21.122269
258,338.53041,-0.012096164,0.31085012,22.027681
259,340.23746,0.018701209,0.95171113,21.862108
260,339.82856,0.006278477199999999,1.9785542,21.471535
261,338.93624,-0.015143247,1.9804411,20.860746
262,338.69934,-0.017398063999999998,2.048421,20.225703
263,344.02802,0.034007273,2.2092835,21.196493
264,345.51297,0.0074599211,2.1487561,21.431521
265,345.4172,-0.045103573,2.5034297000000003,21.651678
266,346.8524700000001,-0.0081580914,2.4298483,21.723679
267,347.68398,0.017018718999999998,2.8044739,21.602172
268,348.85454,0.0061213724,2.8047092,21.450542
269,349.8855700000001,-0.012521701,2.6877886,21.457085
270,352.31134,0.002999639,2.8804763,21.724316
271,351.7414,-0.042154574000000014,2.6107775,21.59325
272,355.87475,0.009359597,2.858203,21.961014
273,357.93342,0.015978298000000002,2.9938346,21.671702
274,359.5748200000001,-0.013637089,3.2725239,22.099329
275,362.88892,0.0026834513,3.1741779,22.744008
276,367.31183,0.030329682,3.762917,23.302381
277,368.57082,-0.0075507690000000014,4.1424768,23.365663
278,368.80774,0.014228273,4.6325378,22.820745
279,370.20568,0.0030161194,4.615519,22.906832
280,371.95417,0.0054062563,4.0734093,22.404869
281,373.74007,0.052064161,4.6050668,22.031717
282,374.38952,0.033490112999999995,4.3872634,21.948474
283,373.60959,-0.0080781367,3.731908400000001,22.095618
284,372.8251,-0.013924716,3.5069886,21.953753
285,373.69329,-0.022494836,3.2043181,22.239586
286,377.1778,0.010372895,3.0350293,22.836244
287,380.24748,0.033324596,3.3780370000000004,23.428769
288,380.30009,-0.0078107683,3.6028478,23.99721
289,380.14255,-0.0046149894,3.7268904,24.034969
290,380.46707,0.018568882,4.0437654,23.528549
291,381.79343,0.016641476000000002,4.084282,23.539101
292,384.81231,0.022016673,3.9531327,23.948119
293,387.84879,0.017331904,4.0971835,23.958887
294,387.73765,0.0044336403000000005,4.3657289000000015,23.690994
295,389.12772,-0.0011628783,4.468605,23.937646
296,389.25045,-0.006366871800000001,3.7618425,23.672029
297,388.61977,0.0036812611,3.8943672,23.003377
298,387.5564,-0.012056783,3.3917233,22.481772
299,387.63302,0.0026894605,2.9395042,22.477747
300,387.66971,-0.0093055294,2.5245045,23.092937
301,389.22118,-0.018684881,2.1928313,23.427461
302,392.57648,0.0058425275,2.3673769,23.676708
303,395.34743,0.015634611,2.8889869,24.227212
304,396.13657,0.0453213,3.3113477,23.945083
305,396.04425,0.026690513,3.647962,24.03875
306,393.88936,-0.01820567,3.2948391000000004,23.867113
307,396.31096,0.016856521,3.6735822,24.323571
308,394.06812,-0.032234702000000004,3.2088815,23.772099
309,395.83534,-0.0029315084000000003,3.4881286,23.583442
310,397.05833,-0.0012288004,3.0918668,23.551836
311,396.50988,0.0045987236,3.1954006,23.095404
312,397.33137,0.012735257,3.072767,23.018009
313,398.51343,0.013476147,2.6768847,22.899065
314,399.66279,-0.0028213368,2.6766354,23.199196
315,402.49949,0.015431683,2.7384153,23.904832
316,404.08262,0.0013368351,2.8166825,24.369045
317,403.62323,-0.0080159936,3.0989495,24.471523
318,404.70942,-0.0018005349,3.3823786,24.967263
319,402.14871,-0.034480924,3.1034876,24.599678
320,402.43467,0.013656372,3.5588709,24.554753
321,403.32194,0.00060751486,3.2714187000000003,26.062484
322,403.41694,0.023923,3.4871893,26.820021
323,402.5055,-0.00012309272,4.13978,27.604163
324,400.66832,-0.045909241,4.1581993,28.443854
325,403.39159,0.014923662,4.5463909000000005,29.061648
326,403.6179,-0.0012481873,4.757366200000001,29.573804
327,404.13749,0.22376264,5.1954418,29.663153
328,403.64675,0.0095674993,5.1349345999999985,30.156903000000003
329,402.81426,-0.019951012,4.7613733,30.468011
330,400.0609,0.48982189,4.442450599999999,30.278385
331,397.64517,1.4728263,4.5573280999999985,30.160834
332,396.72851,0.98833284,3.789284,30.291963
333,394.45038,-0.0014619879000000002,3.1552653,30.114842
334,392.58401,0.51947135,2.9469261,30.134633
335,392.14223,-0.0032540076,2.4573424,30.610263
336,391.92974,-0.016202413,1.9831956,31.358263
337,391.855,0.019558952,2.2128085,31.672554
338,389.79272,-0.0089177478,2.2635433,31.498891
339,388.02514,-0.016013976,1.9452148,31.359547
340,386.06728,-0.023439943,1.7560099999999998,31.312144
341,386.97992,0.016891967,1.6016982,31.06312
342,383.08982,0.85633582,1.4154022,30.613354
343,379.62675,2.2880352000000004,1.3302017,30.028355
344,376.92089,2.7791845,0.43306426,29.738759
345,376.23058,0.47996522,0.13412793,29.854475
346,373.60409,0.81263391,-0.3970513,29.245529
347,370.21003,1.1832017,-0.20621728,28.5697
348,368.27275,-0.017320979,-0.93020177,28.464451
349,368.05726,0.0060446185,-1.3028862,28.511648
350,369.16163,0.0095508106,-1.2682963,28.516392
351,365.96319,-0.039745432,-1.3319686000000002,28.089543
352,364.53288,0.38906487,-1.0739393999999998,27.536997
353,360.89358,1.7963311000000002,-1.5033398,27.20368
354,358.04077,1.9471833,-2.1410023,27.609329
355,358.46833,0.86629242,-2.510742,27.785546000000004
356,357.75391,0.0013035355,-2.1077556,27.870152
357,356.92816,0.0072381873,-1.8092758,27.668223
358,356.55725,0.29241350000000005,-1.5608364,27.676407
359,356.58915,-0.00028104802,-1.3522511000000002,27.661077
360,354.92224,-0.029937362,-1.2908292,27.483404
361,355.51249,0.012519724,-0.78884445,27.296237
362,352.67373,0.21808997,-0.8098366,26.93205
363,351.34203,1.096031,-0.76707385,26.732508000000006
364,350.80975,0.83847534,-0.98171889,26.758405
365,349.6312200000001,0.14249146,-1.1604370000000002,26.759034000000003
366,350.6187700000001,-0.016239132,-1.0905738,27.059894
367,349.37907,-0.018015756,-1.1965549,26.943507
368,351.0307,0.031682264,-0.63132361,27.145619
369,349.05386,0.0055414633,-0.71308317,27.177804
370,349.86577,-0.0091018555,-0.51422332,27.355486
371,348.97041,-0.016178372,-0.24512952,27.444325
372,347.34642,-0.014916696,0.027434522000000003,27.377748
373,346.13251,-0.013637247,0.083535531,27.372081
374,344.80782,0.8725333000000001,0.15522644,26.975173
375,343.89681,1.4597421999999998,0.48744604,26.947732
376,341.4212100000001,0.12676955,0.17202164,26.929866
377,341.9722,0.17986328,0.0043086338,26.781228
378,341.41429,0.16799946,0.13292175,26.741916
379,339.48396,0.93422577,0.024361524,26.783375
380,338.87219,1.3135543,-0.25980262,27.088534000000006
381,342.76603,0.027653996,-0.1235252,27.266454
382,339.72644,0.066444659,0.36152263,26.952264000000003
383,338.42465,0.29569229,0.77246334,26.393194
384,337.78665,0.158936,0.23160452,26.252194
385,338.0545,0.36504533,0.22101461,26.185736
386,337.9676100000001,-0.0099225357,0.20485929,26.073241
387,337.33582,0.13831887,0.062609553,25.57369
388,336.51977,0.2503246,0.3559098,25.108576
389,335.61755,0.0043711821,0.027475213,25.146755
390,337.80206,0.010287449,-0.15869326,26.083025
391,338.15844,-0.016030181,-0.32946075,26.139735
392,338.16426,0.22247808,0.53109707,26.070144
393,336.94197,0.7874146,0.62195657,26.050423
394,337.06164,0.46168488,0.21742578,26.732734000000004
395,339.34365,-0.005548113299999999,0.15923262,26.823343
396,339.44481,0.012545146,0.77256177,26.401389
397,340.1391799999999,0.010173129,1.2586189,26.279158
398,338.9333200000001,0.0067947125,0.8260594000000001,25.919059
399,339.39494,0.0099629598,1.0301273000000002,26.338397
400,340.47649,0.0027009005,0.52491045,26.346120000000006
401,340.0825700000001,0.62292563,0.98527487,24.892758
402,338.41223,1.4463661,1.5444966999999998,22.978575
403,334.01119,3.6625403,0.70986533,20.99391
404,332.52293,4.3549692,-0.57191881,19.924405
405,331.92962,3.359282,-1.9692046000000003,19.100996
406,330.01864,3.5442488,-2.5543275000000003,17.973189
407,327.84159,4.506298,-3.1409142999999995,17.154833
408,326.09619,6.3460381,-3.6843904,16.348878
409,326.50908,6.551588,-3.9368649,15.635446
410,326.26859,5.847825599999998,-4.2871765,14.562891
411,325.66591,6.543215,-3.7493607,13.350678
412,323.63677,6.7720162,-4.0311417999999986,12.585488
413,322.72996,7.1958988,-4.3048456,12.172208
414,322.66096,7.535958900000002,-4.258031099999998,11.878029
415,321.24052,8.2237721,-4.0179362,11.361797
416,321.36803,8.1002217,-3.5133789,11.0122
417,321.19206,8.2632903,-3.0826105,10.373519
418,321.0632700000001,9.0870519,-2.5798453,10.034212
419,324.24201,8.1890224,-2.1295716,10.265716
420,326.99134,5.0299275,-1.7142959999999998,10.75442
421,327.4053600000001,4.7717192000000015,-0.94870269,10.81049
422,327.51547,5.3798806,-0.49317294,10.41477
423,328.05068,6.5163948,0.032322874,9.8610006
424,328.9191600000001,6.6785963000000015,0.56677858,9.7421186
425,329.14722,7.185954,0.33055872,9.504648
426,331.39508,7.337761299999999,0.7470925,9.4607273
427,332.20911,7.2150634999999985,0.85959633,9.4613453
428,333.2696,8.1452475,1.2225268,9.3450337
429,335.68176,8.010236099999998,1.5795468,9.1182658
430,336.03834,8.5657168,1.7404416,8.6299389
431,335.64566,9.394715,1.8291601,8.1000262
432,339.0138,8.9648523,1.6914854,8.0523311
433,341.37727,7.434433599999998,1.349988,8.520156199999999
434,345.3677600000001,6.622737,1.6752488,8.550638699999999
435,348.17802,6.3028722,2.1444221000000003,8.7724638
436,350.09221,5.846716099999999,2.0757162,9.1936186
437,350.69592,6.887841099999998,2.0067331000000004,8.8173941
438,353.55871,7.5680179,2.3913692,8.517647199999999
439,355.07166,8.0952316,2.5018767000000004,8.3262394
440,357.9889100000001,6.1096373,2.5126241,8.902591900000003
441,361.59063,4.0334778,2.2470018,9.7171309
442,363.1444,4.8563904,2.7538588,9.5966786
443,366.97188,5.723214,3.2011038,9.5602796
444,370.10314,4.692012,3.1934542,9.9731676
445,370.9336,4.5365757,3.2553214,10.17428
446,373.94713,4.7962597,3.5663757000000005,10.343621
447,377.79559,3.8449391,3.5946612,10.299861
448,378.88041,4.610638400000001,3.9663269,10.269471
449,379.19199,7.327957400000002,3.9219863,9.8359925
450,379.48638,7.8580439,3.6008525,9.565352699999998
451,383.3962,6.040541,3.2221109,10.195614
452,388.29012,4.4699102,3.1198656,10.516574
453,389.51494,3.9517162,3.4436583,10.416289
454,390.95245,5.4171958,3.6803375,10.241748
455,391.49777,7.3004159,3.5054648,9.9971837
456,392.4531,7.336963000000001,3.4244029,9.9728339
457,394.77719,6.9714942,3.3217148,9.958811
458,396.44231,6.3228134,3.4252238,9.9311353
459,398.8891,4.6526407,3.216453,10.094132
460,402.02409,5.0769724,3.1759549,9.9655783
461,402.93213,5.6599582,3.3681476000000004,10.194208
462,404.63731,4.7736172,2.8090112,10.380012
463,406.47298,6.0129429000000005,2.9167234,10.116131
464,405.22894,7.8862358,3.1815914,9.7689763
465,406.97625,9.1775136,2.9137464,9.5022539
466,405.91897,9.7794643,2.4679528,9.2357634
467,405.65763,9.9106766,2.1026813,9.3055516
468,406.85473,9.5787187,1.9529724,9.6110639
469,410.20818,7.3701468,1.7643293999999998,10.050615
470,414.09718,5.4548614,1.8893419,10.309428
471,415.42481,5.6121781,2.7264666,10.167847
472,418.18936,5.61439,3.0629502,10.958599
473,418.95011,5.952237599999999,2.7616258,11.117871
474,421.31402,5.8101989000000005,3.2766145,11.178933
475,423.4407,3.7488645,3.3157249,11.328183
476,424.56342,4.7775945,3.556478,11.152569
477,427.23656,5.5740195,3.8881064,11.408535
478,429.11968,5.1861192,3.57316,11.4046
479,430.11767,4.5196672,3.6914569,11.376087
480,432.2557,4.6336508,3.6791011,11.294365
481,433.19592,6.279425,3.9299738,11.369047
482,436.15248,1.3435515,3.8759056,12.339589
483,441.24848,-0.0025098156,3.523231200000001,13.621421
484,447.36329000000006,0.0013825781,4.2050315000000005,14.728186
485,452.14422,0.023687101,4.7958212,14.630339
486,456.25105,0.005810453,5.212878400000001,14.830676
487,459.00678,-0.026482395,4.6762724,15.254274
488,462.1485,-0.034830215,4.3669176,15.841759
489,466.2057,-0.008651018199999999,3.8856165,16.139758999999998
490,472.52732,0.014809851,3.8015204,17.021795
491,476.70449,0.0077703766,3.5715477999999994,17.170855
492,480.11437,0.00030680697999999995,3.774678,17.124042000000006
493,484.56479,-0.019313618,3.1984013,17.776432
494,487.97108,0.0093637304,2.7976044,18.025222
495,488.77256,-0.01302457,2.6434318,17.986435
496,491.88008,-0.020397397,1.8448288,18.335937
497,496.60314000000005,-0.005268927099999999,1.5066016000000002,19.409573
498,498.89099999999996,-0.016461551,1.3947887,19.891313
499,500.62891,-0.0094757478,1.4974697,19.73154
500,505.10038,0.019380566,1.5323637,20.492472
501,506.80019,-0.0179888,1.0603056999999998,20.905758
502,508.47622,-0.031442269,1.0304815,21.098102
503,510.99693,-0.020401527,0.99875341,21.685853
504,514.36275,-0.0037953756,0.88244594,21.764664
505,515.49915,0.031035427,1.0564841,21.12409
506,517.34559,0.010535039,1.1910108999999998,21.119069
507,517.93264,-0.0021099948000000003,0.20567438,21.072417
508,520.46722,0.007855659899999999,0.30046076,22.163459
509,521.10455,0.015267784,-0.19732921,21.996767
510,522.5299200000002,0.01007828,0.11834407,22.370815
511,523.30958,-0.015193089,-0.43684449999999997,23.046926000000006
512,523.90946,0.032385452,-0.17596287,22.866541
513,520.4410799999998,-0.018683063,-0.2737735,22.187174
514,521.73001,-0.0008867501699999998,-0.74476174,22.502443
515,520.4021,-0.025955671,-1.3732043,22.748257
516,521.96564,0.0050048783000000005,-1.2971545,23.266545
517,521.3648,-0.004879322199999999,-1.637831,23.437588
518,521.4996,-0.0066126678,-1.4038513,23.733133
519,522.49271,0.018530135,-1.4012003,24.090282
520,522.28724,-0.018464739,-1.3921106,24.32745
521,522.27933,0.033954153,-1.1577174,23.544673
522,520.78388,0.019017267,-0.85770777,23.474042
523,521.4402299999998,0.0050799445,-1.6251365,23.757188
524,520.8616900000002,-0.0091142721,-1.8564989,23.736545
525,522.38131,0.018448801,-1.6622394,23.955389
526,521.01987,0.0090484194,-1.8555925,23.552089
527,521.57832,-0.00050018695,-1.7345721,24.446464
528,523.73215,0.030737768,-1.9466144,24.689444
529,525.10987,0.024851653,-1.3027654,24.786289
530,522.7733900000002,-0.0029381442,-1.1846497,23.543339000000003
531,524.7565,0.030865739,-0.96836789,23.835497
